index,text,predicted,true
208,why does the poster artwork say clubbed is one of the best uk indie films i have seen in a very long time screen international when it was a quote of the french distributor reported by screen international an influential film trade publication see wwwscreendailycomscreendailyarticleaspxintstoryid39811 which readspretty pictures has acquired all frenchspeaking rights to neil thompsons clubbed james velaise president of pretty pictures said clubbed is one of the best uk indie films i have seen in a very long timeisnt this rather misleading the distributor is bound to say its good are the other quotes real,1,0
227,i happened upon this flick on a rainy sunday intending to tunein to something else out of curiosity i accessed the comments here and found myself watching it to the end i really didnt do so with intent this was one of those movies where youre fascinated and watch it for another couple of minutes until you finally just watch to the end and the indictment of it in most of these comments made it more fascinating to view the one comment where the person really liked it seems to be solely as a result of liking ladd and spano and their earlier roles but great isnt anywhere to be found anywhere here story performances and particularly the absurd courtroom hijinks we all know that perry mason before raymond burr passed the 300lb mark and ben matlock are granted some leeway in cavorting around the courtroom instead of being boringly confined to a lectern and matlock is especially granted the privilege of entering exhibits often by simply going to the jury and showing them before the judge and prosecutor have even been informed of or shown them no reallife judge or prosecutor would stand for thisboth perry and ben almost always ended the proceedings by wringing a confession of the real killer actually perry nearly always did this but often matlock would simply present overwhelming evidence of the true culprit pronounce it reasonable doubt and then leave it to the cops and prosecutors to proceed against the guilty party sometimes oncamera sometimes presumed at the end of the showbut that said holland taylors histrionics and the amount of leeway afforded her in the courtroom portion of this story made the actions of matlockmason moreclosely resemble the slow often boring detail such as seen on court tv and in reallife courtroomsevery character in this presentation was either insipid unsympathetic obnoxious boring improbable or some combination of two or more of thesethe ending was the most banal absurd even silly conclusion possible but again fascinating because of this ladd and spano are attractive individuals and tv movies would appear their best forte probably best in 2ndlead probably better if 3rd roles even in this venue taylor could be cast as the aunt or mother of one of them give this one 1 star for the storyperformances and 3 additional for the fascination factor,1,0
232,i dont usually write a comment when there are so many others but this time i feel i have to i have spoken of taste in another review saying its all in the eye of the beholder but when it comes to this film if you like it it simply means you have bad tastei love films i loved isle of the dead which is pretty much an unknown bw film i even liked scream and scary movie i liked these films because they have if not a lot at least something good about them i appreciate 999 of the films ive seen because they tell a story which i havent heard before and most directors only make films with a good storyline throughout this film i was thinking where is this going even near the end where did they get these awful actors from was that supposed to be a joke and suchlike with the obvious twist looming i was sceptical but hoped it would perhaps make the film and prove i hadnt wasted my time i was sadly mistaken the storyline was bad to begin with and the twist actually ruined any glimmer of hope there was heres a rundown storyline much like the first film which was alright this one is slow and sparse with no audience relation to the characters or the situations the situations are cringeworthy and shallow and completely boring and predictable the twist was terrible it didnt make me feel a thing like excitement or wow just my god there was nothing in the bulk of the film that you could look back to and think oooo wasnt that clever because it wasnt in fight club there are flashbacks at the end showing bits where tylers true identity was cryptically shown and when you watched it again you saw more it really was a work of genius how it was written laid out and directed this was a meaningless attempt at an awesome twist i think it was wild things that had like a pretty poor double twist and i still liked the film because the rest was ok and it wasnt trying too hard to be a big twist its like the ci2 writer thought it was gonna be the best twist ever but really its just a bad story with a bad twist dumped on the end the film ended almost immediately afterward with the whole film void by sebastians whole story build up meaning nothing and a horrible half forced paedophilic ending with a particularly young and innocent acting girl acting the actors in this film are appalling almost as bad a sunset beach extremely corny and badly performed its not even so bad its good like hunk the worst acting i thought came from amy adams who played kathryn it was a rigid pathetic and badly thought out performance by her robin dunne was also poor i havent seen american psycho ii yet but no doubt his laid back cool style has ruined that film alsoi cant even say it is a good film for teens as its not if my son or daughter liked this film id be ashamed but they wouldnt anyway as they would take into consideration all the things that make a good film which this film has none of really im disappointed that some have said you might not be in the age bracket for this film and so dislike it i like all the films now that i liked as a teen and had very good taste also do you really think that when you reach 20 you suddenly dont like any teenish story lines no i liked mean girls and other generic teen films and watch beverly hills 90210 all the time theres no excuse for poor directing acting and screenplay im afraid besides i was 1617 when i first watched it if anything being older just makes you a better judge of a terrible film i cant believe anyone can give it 1010 either one of my favourite films is memento and i gave it 9 as i know there can be better it is a shame for this site that people do that give 10s flippantly or dont get the filmsshow and so give it 2anyone who liked this film really should vary their taste and perhaps their lives and with this realise that this is the worst film ever made worse than loch nessif you arent a teenager with bad taste or simply dont have bad taste you will absolutely hate this film,1,0
303,celia johnson is good as the nurse michael hordern is good as capulet though its his usual neighing and whinnying and not a patch on his king lear john oconor reads the verse well as friar laurence though he never takes it anywhere alan rickman is good as tybalt in the first of his yuk roles that would make him famous christopher straulis benvolio is sympatheticthe sets are pretty if not stunning as in some of the other bbc shakespearesand thats it the rest is weak to dreadful rebecca saire turned 15 during production and hasnt a clue about how to act juliet she opens her eyes real wide and whines every line in exactly the same way patrick ryecart is poorly matched to her and his selfregard is inexplicable the balcony scene flows smoothly and uneventfully with zero emotional or erotic impact their deaths come as a relief if i had a dagger i would have offered it to them hours earlieranthony andrews is unspeakable as mercutio a great shock if you remember his fine work in brideshead revisited he breaks the mirror of shakespeares verse into a thousand shards of two or three words each and then shouts the fragments in as disconnected and unintelligible manner as possible in this production queen mab abdicates awfulthe director alvin rakoff shows only an intermittent gift of putting the camera where it will show us what we want to see the opening brawl is notably incoherent however there is humor when in a later fight romeo apparently knees tybalt right in the cobblers tybalt then grabs the offended region however did that get through rj is a long play this version is not recommended for classroom use or much else,1,0
304,having watched this after receiving the dvd for christmas 2005 i came here to pan it but after reading the other comments i havent the heart clearly this is a film that has worked very well for children of a certain age well let me not be a complete grinch it might still work for some children if they are not too mediasaturated and have not become visually oversophisticated eg from watching all of lotr and harry potter but if you are an adult stay miles away you will not enjoy itthe good bits barbara kellerman as the witch especially in her early scenes with edmund creates just the right blend of charismatic evil and restrained madness at the stone table she goes a bit over the top michael aldridge in the minor role of the professor and jeffrey s perry as mr tumnus also have the kind of polished skillful acting wed expect from the very best bbc dramas and the aslan costume works very well amazingly well considering they got the eyes just rightthe bad bits almost everything else but two areas in particular one the casting england is crammed with good actors and contains tens of thousands of attractive british school kids how could they possibly have ended up with these four stiffs they move like wooden soldiers and speak about as well peter has no gravitas or charisma and is visibly shorter than his supposedly younger siblings edmund is just whiny and lucy sophie wilcox as lucy is so dramatically visibly drastically wrong for this part that i cant imagine how she got the jobtwo the animal costumes again it appears that they worked for some kids if the kids are still at a level where big bird and elmo are exciting believable characters they might be entranced by this film but to a viewer with the sophistication of say a 12yearold whos seen prisoner of azkaban when mister beaver comes out from behind that tree there will be hoots of cruel derisive laughter the costumes just do not work i could not and i think any adult or modern teen could not suspend disbelief when looking at mister beaver the drawn animation later gryphons etc works better is easier to takeso ten stars for the very young and tender of soul everyone else read or reread the book and watch the far better film that unrolls in your imagination,1,0
305,i found the documentary entitled fast cheap and out of control to be a fairly interesting documentary the documentary contained four mini documentaries about four interesting men each one of these men was extremely involved with his job showing sheer love and enjoyment for ones jobthe sad part i must say would have to be the subjects in which these individuals workedstudied they were interesting for about five minutes afterwards becoming boring and lasting entirely too longthe video was filmed in a very creative way though i very much enjoyed the film of one thing with a voice dub over another it played out excellent and also coincided nicely with the music,1,0
319,edwin porters 1903 short film entitled the great train robbery bursts onto the screen with so much excitement and ingenuity that one prepares to be blown away by another pioneering early film just like melies a trip to the moon critics have hailed this as being the film that introduced the western genre into modern cinema in my eyes they were right it had everything from the planning the actual heist of the train the murder of an unwanted civilian and that looming final scene that makes you realize that these villains mean business it was all monumental for its time from here to eastwood every western filmmaker has used porters image in some form or another to create their own story one cannot say that this film didnt open the door but the struggle comes from the story itself the genre was defined by porter but outside of its initial excitement there really isnt anything to grapple onto perhaps i am jaded by the clich modern westerns and their haphazard messages but how can something be clich before being clich to me the great train robbery seemed forced untraceable and unsurprisingunlike melies porter tells a very linear story robbers change the course of a train rob it then shoot at random people just to prove they are the true villains and the final scene ends like any predestined film without any surprises or glitches and that looming man with a gun to your proverbial face it is bland porters film is boring in the edition i watched there was an addition of color near to the end to emphasize emotion which felt cheap and was not encouraging to the filmmaker or to the viewer the issue remains that while it is important porters film has been borrowed time and time again it has in effect become diluted the story itself does not carry the emotional powerhouse it once has unlike melies early film i cannot watch this again i know what has happened i know there is very little missing from behind the scenes and that finally it is just what it has set out to be a simple story leading from point a to point b to point c this issue is not only my gripe with this film but also the strongest element to see in such an early film while it was dull the fact that it told such a strong narrative that our characters were characters with motives and drives was outstanding to see in an era where nonfiction films seemed mainstream this broke the mold again not that i am jumping on the prophetic bandwagon about this film it is an important film it just isnt a great filmoverall i was eager to jump into this film to see where the roots of the western genre were planted but i was equally as happy to leave this film behind porter is a talented director and gm anderson obviously went on to be very successful in the created field but i just wasnt in awe of the film i wasnt expecting big budget effects like melies work nor was i expecting a duplicate of a trip to the moon but i did want to see the same creativity exploration and originality i felt porter played it safe if that can be said with such an early film but i couldnt feel the excitement as our villains did their evil deeds i wasnt rooting for anyone and the final conclusion proved that the kitschyness of it had worn off minutes after the film started it was pioneering but not monumental the great train robbery has lost its space in the time capsule of cinemagrade out of,1,0
335,a very good story for a film which if done properly would be quite interesting but where the hell is the ending to this filmin fact what is the point of itthe scenes zip through so quick that you felt you were not part of the film emotionally and the feeling of being detached from understanding the storylinethe performances of the cast are questionable if not believabledid i miss the conclusion somewhere in the film i guess we have to wait for the sequel,1,0
367,paul armstrong is a liberal scottishborn professor of law at harvard known for his passionate opposition to the death penalty who is hired to take on the case of bobby earl a young black man from florida who has been convicted of the rape and murder of joanie shriver an eleven year old white girl earl claims that his confession to the crime was obtained under duress by a sadistic police officer and that the real murderer is blair sullivan a serial killer already under sentence of death for several other murders armstrong visits sullivan in his cell on death row hoping to persuade him to confess to joanies murder thereby saving earl from the electric chair at first all goes well sullivan confesses and earl is released from prison when the appeal court quashes his conviction as this development takes place only a little after halfway through the film it is at this point that alarm bells will start ringing in the mind of the viewer warning major plot twist ahead and so it proves the anticipated twist soon materialises earl it transpires is actually guilty of the crime of which he has just been acquitted and probably of several others as well but hatched a diabolical plan together with sullivan in order to secure his freedom sullivan will confess to joanies murder if earl will murder his parents just why sullivan wanted his parents dead is never precisely explained armstrong now finds that he is himself in danger from the man whose life he has just saved earl has a grudge against armstrongs wife herself a lawyer who acted as counsel for the prosecution in an earlier case when earl was accused of rape just cause is an example of the autocannibalism in which hollywood sometimes likes to indulge cobbling together one film by recycling themes and plot devices from a number of others the first half owes an obvious debt to films like intruder in the dust and to kill a mockingbird about the only difference is that the sheriff who beats a confession out of bobby earl is himself black whereas in earlier films he would have been white police brutality is now an equal opportunities activity the central twist in the plot was borrowed from costagavrass music box although in that film the revelation does not occur until the very end the finale in which a lawyer his wife and their young daughter are in danger from a former client is an obvious plagiarism of the two versions of cape fear which also take place in the swamplands of the american south ed harris characterisation of sullivan as a biblequoting religious maniac is a direct imitation of robert de niros character in the scorsese version of cape fear made four years before just cause there is a postscript just as just cause borrowed heavily from several other movies seven years later its central plot twist was in its turn to be blatantly plagiarised in the ashley judd vehicle high crimes the trouble with this style of filmmakingbynumbers is that the resulting films are generally much less distinguished than those which inspired them the whole is normally very much less than the sum of the parts and just cause is a much lesser film than any of those which were cannibalised to make it harris is normally a gifted actor but this is one of his weakest performances largely because he is not so much playing a character as playing de niro playing max cady blair underwood is ok as bobby earl the supposedly innocent young man of the early scenes but unconvincing as bobby earl the murderous psychopath of the later ones sean connery as armstrong and laurence fishburne as the black sheriff are rather better but neither is good enough to save the film connery and harris were to act together in another better film the rock the following year there is another problem with just cause the first half of the film looks like a standard liberal issue movie antideath penalty antiracist and critical of heavyhanded policing the second half looks more like the work of a diehard reactionary preaching the message that all criminals are evil bastards that the only way to deal with them is to fry them in the chair that liberal lawyers are the useful idiots of the criminal fraternity and that police officers who beat up suspects are to be commended as heroes the filmmakers seem to have been blissfully unaware that the plot twist casually introduced into the middle of their film had the presumably unwanted effect of reversing its political stance or if they were aware of the problem they ignored it a suitably convoluted plot was obviously thought to be more important than political consistency 410,1,0
382,i really liked this movie number 5 the star robot of the movie gets hit by lightning and some thing happened to his circuits he act and thinks more like a humanthe robot repeats commercials he learns after watching tv he then applies these sayings to his circumstances number 5 is quick witted and funny the character imitates voices of stars tries to dance like john travolta in staying alive and a lot of other things he has a saying for most of his circumstances that he memorized the actions of the robots is really good number 5 wants to drive cook and please stefany with all the characteristics of a human the way the robots move and line up is really hystericali am disappointed that the writers could not keep this clean for all viewers this movie has a surpris ending something you would not expect i hate movies that have swearing in them even though i like them i give them a lower rating this movie had swearing words jesus christ was used as swearing word which offends me it is used a least 3 times gd dm bull sht etc it could have been a wonderful movie with out all this offensive language there is no sex in this film some violence like robots blowing up cars and machines,1,0
407,john candy need we say more he is the main reason you should see this film most people dont realize how gifted he was as an actor witness him changing from poor slob to horny jerk just a simplesubtle facial change and off we go there are many great bits in this movie and many really dumb bits the best moments for me are the kung fu u scenes as well as the great moment when johnin a trance goes up on stage and talks about how much he loves his girlfriendthat is how much he and his genitals love his girlfriend im sure reading this you might think this sequence sounds really crude it is but it is also very funny mainly because it is john candy doing this bit the story in general is pretty lame and eugene levy and joe flahertyboth sctv alumni with candy are not given enough to do in the film levy has his moments especially filming the wedding at the endthink rod serling and the great scene when he is talking to his mother on the phone overall a good movie if you have had a tough day and need to put your brain on stupid i give this one 4 out of 10,1,0
409,i must say that i wasnt impressed at all probably because i was expecting much more from this movie maybe an accent on religion vs science or on the meaning of life not just a few lines so if you expect something to think about after you see this movie dont its more psychological than philosophical i vote 4 because of the end it clears up a bit and because i have a great respect for bbc documentaries there are a couple of very interesting scenes that actually gave some sense it was a brilliant idea to add it in a movie related to theory of evolution too bad that this wasnt the main subject ah i just forgot to say that for more than 1 hour the movie is quite boring and in a way cruel,1,0
411,like a latter day ayn rand bigelow is la major muy macho in her depiction in the film of a few tough american hombres stuck in iraq defusing roadside bombs set by the ruthless relentless childkilling arab terrorists as bigelow posits the iraq war as the backdrop of the grand stage of human drama one veteran bomb expert gets blown up and another shows up to replace him in the dusty hot ugly rubble that is iraq and a new hero is bornthe new guy is what john hershey described in his book and later the movie the war lover as a sadistic wingnut who actually isnt fit for civilian life and requires the stimulation of war to sublimate and suppress his errant sexual desires the war lover can only fully function in war peacetime suffocates him while hershey chastised the war lover played in the film by steve mcqueen in one of his greatest roles bigelow glorifies him the army needs war lovers they are the bulwark of defense against our enemies we cant handle the truth that it is war lovers who are the best soldiers the toughest men according to the unironic bigelow regular men are pussies the war lover is a special breed the last of the cowboys so what if he wants to bareback his men or fondle an iraqi boy he is a throwback to the sexanddeath cult of war in war sex is a thankless loveless dontask donttell kind of male bonding bigelow has no opinion on this she just limits the options of masculinity in this hamfisted attempt at realism only a warlover can win the moral struggle between right and wrong between american innocence and arab perfidy bigelow disguises her racism and arrogance behind the ingenuous facade of journalism shes just another gungho yahoo depicting a brutal war against civilians as a moral triumph of the spiriton the political front bigelow returns to the western genre and its relentless clichs again and again ad nauseam the wonderful world of the open frontier which happens to be some one elses country you can shoot people here says a soldier the tough but human black guy companion the soldier with a premonition of death the gruff possibly crazy commanding officer the collegeeducated fool who tries to befriend the enemy you name it bigelow resurrects itthe manboy love is palpable in scenes with the cute arab boy who befriends the war lover but bigelow plays it straight she doesnt consummate the sex just sanitizes it what bigelow really wants to show us is the ugly sneering face of the arab enemy any iraqi who isnt pure evil is either demented hostile or up to no good anyway they all deserve to die for their impudence and many of them do in this glib gorefest film the iraqi women are all hysterical they only make their presence known by screaming they could be male stunt men in drag for all i know you never see their faces there is no female presence at all on base or in battle although female casualty rates in iraq would certainly disprove thisbigelow goes through all the motions one by one she glorifies war she canonizes the sadist nutcase hero the cowboys surrounded by the subhuman indians prove their mettle by doing gods work and subduing the wretched terroristinfested hellhole with sheer bravado and suicidal mania toward the end i felt like rooting for the indians in bigelows world though no mercy or understanding ever makes it through the iraqis are dehumanized par excellence the slaughter of civilians is just the dramatic backdrop to our heros psycho sexual struggle every us bullet finds its mark you have to love the guy the war lover its just his way he is the true hero hes just a guy trying to get things done the hard way and so what if he lusts for boy tang on the side,1,0
