index,text,predicted,true
121,look as being angloirish i assure you this reviewer is anything but bias but i assure you this is very much an irish film and not english as the last comment seems to have suggested this film was written by neil jorden and conor mcpherson and directed by conor mcpherson too both irish the cast is almost entirely irish it was shot in ireland with an irish crew even michael gambon was born in ireland i remember him joking about it in an interview about this filmmichael cane was evidently brought in to boost box office takings abroadloved the film i just wanted to correct a totally uninformed commentnow on with the review i loved dylan moran have always been a fan of his himself and michael cane formed a surprisingly good double act it was great to see morans range as an actor as he plays several different made up characters during the film i would recommend this film to anyone with an interest in comedy as it represents a fresh quirky and inventive turn in irish feature length chuckle films i laughed a lot what more could you ask for,0,1
141,after seeing naked city and night and the city which is still my favorite dassin i was more than excited to watch his masterpiece oword criterion rififinow i am a little bit disappointed about the storyso i have at least these five questions in my mind1 in the final countdown louis grutter shot from the inside a house the main character tony le stphanois he couldnt know if he is still alive or not but he didnt care about it and ran directly after it outside the house with the money to reach his car so of course tony wasnt dead and shot him big questionmark2 in another important scene the specialist in safes cesar gave directly after the robbery as a present a diamond ring which was a part of the robbery a woman which was working for louis grutter in a night bar stupid because before this character wasnt that stupid and of course louis knew directly that tony planned the jewel robbery small questionmark3after the gangsters behind louis grutter murder mario ferrati and his wifetony and his best friend joe planned a revenge against louis gang at the same time they dont care for the security of joes wife and his five years old child of course louis gang kidnapped the son cheap and simple4 the perfect heist of course this is the best 30min long scene in the whole plot without any word spoken in the whole time but was this a perfect heist comparing with other movies which handle with this theme i could only smile when for example tony was taken a fireextinguisher to banned the alarm also too simple5 the grutter gang went to the house of mario because they knew however the jewels will be there then they murder mario and his wife and then they are not searching for it no they ran directly out of the apartment and more they not observing the apartment after it so tony can go after a while which was the same day inside to take the jewels big questionmarkover all its a good movie because of the brilliant 30min silent heist scene because of the very good cut the end scene in the car through paris is stunning because of a very good actor called jean servais because of this blackwhite fever you will get while watching it because of some other reasons too other user wrote about but please dont tell me this is a stunning story,0,1
164,this movie has to be my favorite of all time its not supposed to have a plot because its makers wanted people charlie sheen i thinkto believe it was a real snuff film this was an exercise in visual effects and doesnt cut away when the action happens like every other film does movies these days are now all about sound effects leaving the visuals to be made by computers cause its easier to deal with cgi blood there still are movie makers who still cant get fake blood to look like the real thing there is no rape scene because that wasnt the point of making the film have you seen the hills have eyes 2 the rape scene was funny instead of shocking although im sure there are some gonzo porn film makers that have tried to marry porn with horror but since they probably suck at making films they probably wouldnt be able to pull it off the movie baise moi has a disturbing rape scene because the actresses are actually porn stars and they show everything even though the movie overall sucksits too bad that a movie cant be made without thinking of the money aspect of it all especially when talking about an ao or nc17 rating im sure eli roth has the abilitytalent to make his hostel film series much much better but he has too tame it down to get an r ratingor at least i hope that his movies sucked because of these limitationswatch traces of death or more than smashed pumpkins if you want no frills real footage accident crime scenesfootage dont forget that this movie was made in 1985 the fact that this film can still stand up against most crap made these days says a lot about this film that would be like someone saying the 8bit super mario brothers sucks because the ps3 has better graphics,0,1
173,of life in some colleges of course there were artistic licenses taken but some of what you saw in this film go on in some collegesi went to colleges in southern california where the races pretty much hang around with their own its funny because these are schools that want racial unity equality etc and i can honestly say that its there but the thing is when class lets out or when theyre just hanging out waiting for class they students seem to just hang around with people of their own race or ethnicity is that bad not really everyone needs a feeling of belonging but like the school paper of one of the schools i attended once wrote about that we should all try to hang around with students of other ethnicities and try to know them otherwise youre creating your own segregationracism certainly existed in one of those schools i attended one time someone put leaflets around campus talking about the glories of the aryan race and had the symbols of some of those racist organizations fortunately nothing happened like the incident in the movie where the young caucasian man went off and started shooting at a multiculturalism gatheringi can only hope and pray that nothing like that ever will happenso is higher learning overly dramatic exaggerated maybe is it way off mark it depends on where you went to or go to school the race thing where the ethnicities just hang around with their own does happen minus the hollywood exaggerations the race thing hit pretty close to home for me,0,1
180,its hard to imagine a director capable of such godawful crap as notting hill pulling off something as sensitive and as attractive as this but well heres the evidence and its quite compelling several have alluded to tv drama and yes this does have a seventies play for today feel at times but is always a cut above mainly i think owing to some quite superlative acting from anne reid and to a fine script which shadowboxes with clich without ever getting one on the nose except maybe right at the end i didnt like either the tracking shot of indifferent goodbyes through the hallway nor the ohwhatabeautifulmorning final scene she deserved a more studied finale than that i think after all that hard work the slippers business was a bit ott too on reflectionwhat i mean about avoiding clich well i for one had a sinking expectation that the mature man mays daughter tries to set her up with would be cast in 2 dimensions as a repulsive old bore so as to point the contrast more painfully with the attractive virile young geezer he is unwittingly competing with instead we get an unexpectedly subtle and sympathetic cameo of a lonely clumsy not entirely unlikeable and very human fellow who nevertheless doesnt have much of a clue about entertaining a woman it was around that point i started to sit up and pay more attention here was a script that let the actors breathe and do something interesting with fairly minor parts almost mike leigh in that respect minus the contrived catharses that the latter inexplicably goes in forand of course i was as everyone probably was dumbfounded by what anne reid does with her character and with her body shes not the repressed dutiful housewife discovering herself for the first time this is far too simplistic for the character we have again and again there are allusions to her having been a bad housewife not to mention that thing she does with trays trying to look nurturing and comely and only succeeding in looking awkward the daughter accuses her of having sat in front of the tv all day instead of well whatever her motherly duties might be presumed to have been she has no answer she never was a model wife and mother at least not to herself thats where a lot of the poignancy comes from the sense of someone having wasted a life trying to fulfil a role she simply wasnt good at ever,0,1
197,despite of the success in comedy or drama the turkish directors are failure in horrorthriller okuldbbe are good examples for the awful horror turkish filmsbut if you watch gen you will understand that it is a strike the atmosphere of the movie is impressive and dark also the special features are colorful and not cheap the soundtracks fit the movie but the script is not totally perfect and the theme of the movie is ordinaryas a result gen does not add any difference to horror movies but it does not disappoint thriller fans in this respect it is a success for yesilcam and turkey 710,0,1
211,had this been the original 1914 version of tess of the storm country also starring mary pickford i probably would have rated it a lot higher as this sort of extreme melodrama and sentimentality was pretty typical of the teens however by 1922 this film was already starting to show its age and compared to many of ms pickfords other films such as daddy longlegs sparrows my best girl and suds tess comes up a tad shortand not every pickford film merits a 10 even if she was americas sweetheart now this isnt to say that its a bad filmit certainly isnt but i just cant see how so many have given this film a 10the film has a very long and complicated plotespecially because most films of the era were shorter a rich old crank builds a mansion at the top of a hill next to the river at the bottom of the hill are some dirty squatters who he hates but who he cannot evict so he tries to come up with a variety of ways to get them off the land one ends up in tragedy when his daughters fianc is killed in a scuffle with the po folks the man accused of the murder is dear old marys father though he is innocent to make things a lot worse the only witness to the real murder wont talk and the dead man had gotten his fiance pregnant so at this point we have an innocent man in prison waiting to be executed and a pregnant lady afraid to tell her sanctimonious father she is in the family way theres a ton more to the film such as the cranks son falling in love with mary but its best you just see the film for yourselfthe film excels in some ways the plot while very complicated is also rather interesting and the cinematography is topnotch the very final scene is also pretty cute however there is so much overt sentimentality you can practically cut it with a knife mary is so good and so sweet and so plucky at times the viewer might find it all a bit hard to take while it worked great in 1922 making her the biggest star in the world today its very dated this is not true of all her films but this one certainly isby the way the image entertainment dvd is of decent quality though a few scenes are badly degradedsomething that isnt very surprising considering the age of the film also the only extras included are a brief filmography,0,1
221,as a rule there are few things more dispiriting than hollywoods attempts to be courageous mixing caution with heavyhandedness message movies pat themselves loudly on the back for daring to tackle major problems crossfire is not entirely free from this taint it includes a sermon on the nature of senseless hatred that is embarrassingly obvious assuming a level of naivity in its audience thats depressing to contemplate as late as 1947 it was a big deal for a movie to announce that antisemitism existed and that it was bad it was unthinkable of course for hollywood to address the real subject of the book on which the movie was basedits victim was a homosexual nevertheless thanks to good writing and excellent acting crossfire remains a persuasive examination of what we would now call a hate crimepostwar malaise was one of the major components of film noir and crossfire addresses it directly the film is set in washington dc among soldiers still in uniform but idle spending their days playing poker and barcrawling joseph samuels sam levene an intelligent and kindly jew explains that the end of the war has created a void all the energy that went into hating and fighting the enemy is now unfocused and bottled up samuels meets three soldiers in a bar the sensitive mitchell who is close to a nervous breakdown the weakwilled floyd bowers and montgomery a tall overbearing bully who nastily belittles a young soldier from tennessee as a stupid hillbilly the three soldiers wind up at samuels apartment where the drunken monty becomes increasingly abusive calling his host jewboy samuels is beaten to death and mitchell disappears making himself the prime suspect for the killingunraveling the crime are detective finlay robert young dry and bythebook and sergeant keeley robert mitchum a thoughtful and experienced friend who knows mitchell is incapable of murder among the pieces of the puzzle are ginny gloria grahame a nightclub hostess who met mitchell and gave him her apartment key and floyd steve brodie who as a witness to the crime holes up terrified in a seedy rooming house while there is no real whodunit suspense the story remains gripping and the trap laid for the killer is extremely cleverthe strong noir atmosphere saves the movie from feeling didactic or sanctimonious the cinematography is a striking shadowplay with inky darks and harsh lights rooms often lit by a single lamp filtered by cigarette smoke worldweariness is as pervasive as noir lighting nothing interests me finlay says quietly to nothing is ginnys toast in the nightclub gloria grahame the paragon of noir femininity nearly steals the movie with her two scenes platinumblonde jaded and caustic shes the quintessential bgirl poisoned by the stinking gin mill where she works for laughs she says bitterly her sweet face curdling when mitchell tells her that she reminds him of his wife now and then a wistful kindness peeks through her defensive shell as when she dances with mitchell in a deserted courtyard then offers to cook him spaghetti at her apartment when he goes there he meets a weasely crumplefaced man paul kelly who seems to sponge off ginny and whose conversation is a dense layering of lies and false confessions gloria blows mitchells goodgirl wife off the screen in a scene where shes asked to give mitchell an alibi slim and frail in her bathrobe with her girlish lisp she lets us see just how often ginny has been insulted and dismissed as a tramprobert young is a nondescript actor and he stands no chance against mitchums charisma but he does a good job of keeping his pipesmoking character saddled with delivering the movies earnest message this side of pompousness mitchum meanwhile gets some cool dialogue but not nearly enough to do still even when hes doing nothing but lounging in a corner you cant take your eyes off him the third robert ryan creates a fully shaded and frighteningly convincing portrait of an ignorant unstable bigot we see his phony geniality his bullying his resentment of anyone with advantages his am i right or am i right smugness how easily he slaps labels on people and what satisfaction he gets from despising themcrossfires message seems cautious and dated now though not nearly so much as the same years a gentlemans agreement finlays speech about bigotry cops out by reaching back a hundred years for an instance of white victimhood reminding us that irish catholics were once persecuted next it could be people from tennessee he says or men who wear striped neckties or maybe blacks or japanese or homosexuals or communists the script seems afraid to mention any real contemporary problems it sweetens its message by making the jewish victim saintly as though his innocence were not sufficient and it takes care to exonerate the military having a superior officer declare that the army is ashamed of men like montgomery and stressing that samuels served honorably in the war still it did take some guts to depict immediately after world war ii an american who might have been happier in the nazi army and the movies basic premise is still valid if monty were alive today he would have gone out on september 12 2001 and beat up a sikh,0,1
234,romeo and juliet had been interpreted in so many ways but very few of the versions captured the essance of the play the ony ones i can think of that really nail the romances spirit were west side story and beleive it or not troma films tromeo and juliet at first glance this is another mere splatterfest and many would think it bastardizes the shakespearian classic however the film has an honest feel about it updated to appeal to the sickminded youth of today of course but not without merit yes the frequent dismemberments body piercings car crashes lesbian sex scenes masturbation and incest are in bad taste but whats the harm when you have such a sweet love story as the foundation as bad as most of the acting in this film is i mean it is troma after all the two leads have some genuine chemistry more so than in bigbudget monstrosities titanic and star wars episode two theres a great deal of modernization but much of the original text is in tact especially when tromeo and juliet are together theres a great scene where juliet utters the famous parting is such sweet sorrow and tromeo quickly follows in midnineties grunge fashion yeah it totally sucks i think its truly unfortunate that this film isnt going to get the recognition or the wide release that it deserves i hop that people who see this on the video store shelves wont be turned off by the grossmess in the movie because theyd be missing out on quite a subversive expereience,0,1
235,every time the supposed explorers and we the audience is primed to set its first sights one of the wonderous new worlds for some ungodly reason the filmmakers decided to distract with an emergency or some false alarm or some bit of artificial dramatic suspense so instead of calmly enjoying the surface of io or standing over the rings of saturn or concentrating on the magic of flying by a comet or an asteroid we are distracted into worrying about the wellbeing and survival of the characters big let down the filmmakers seem to be unsure what they want a documentary of the natural wonders in our solar system or a suspense thriller in which the viewer cares more about the characters than the subject matter come on hello if i wanted suspense and tension id watch a real narrative scifi movie sure its a docudrama but the characters and their survival here the risks of such a mission should be secondary to the subject matter wait yes the risks of such a mission are an important part of the subject matter since essentially this is a film about a space mission not just about the solar system but it was overplayed and distracted strongly from the discovery of new worlds we were supposed to be enjoying otherwise the film was remarkable in giving a very realistic feel for the human elements of a space mission the squabbles the tensions the weight of responsibility the nearfatal mistakes the sacrifices etc also it would fit very well in the hardscifi subgenre in fact it would be one of the best because here the science was almost closely adhered to but the distractions were awful otherwise i missed showing the effects of being in space for several years on the astronauts after landing on earth also not,0,1
255,my friend had the idea of watching the animated lotr after seeing the peter jackson return of the king so i finally bought it off ebay thinking right from the start it was going to suck actually it really wasnt as bad as i thought it would be the animation was good for its time they used a unique method of blending live action with animation to create some interesting effects and the guy who did the voice for frodo sounded somewhat like elijah woodnot the greatest adaptation of a book but trust me ive seen a lot worse it skips quite a lot of things since both fellowship and the two towers are compressed into one two hour movie definatley worth a watch kids might like but still absoutley no comparision with the peter jackson trilogy,0,1
266,woaww is it only now that you notice the links between all the characters of course its libby and for the guy in the hatch with desmond any deja vu yeah he was the same guy that gave money to sayid after hes killed or tortured the other soldier in the episode 14th of the 2nd season one of them well actually its not completely the same guy hes named joe in the 14th episode and kelvin in the last 2 episodes twins who knows jj abrams mmmm im not even sure of that there are hundreds of links like this one between all the charactersbut that was just in response to the libby commenti found those 2 episodes far more interesting than the whole season 2 during all that season i felt that there was lots of things ive missed and very few things ive learned especially at the very beginning the 1st episode of the 2nd season is excellent and then the 2nd one is a kind of flash back of the 1st one i found that disappointing even if im pretty sure that everything in lost tend to have a meaning that was just an example of how i was frustrated watching those episodeslets go back to the last 2 episodes i think weve learned more new things in those 2 episodes than in the entire season but all we learn are little pieces for the next puzzle like the involvement of desmonds relatives sorry if i spoil too much believe me or not im trying not to for example so lots of things evoked in the past 2 seasons are still unclear or have been developed once then nothing and still theres new material as if all the holes in the picture were not enough we all want to see the big picture of all of it of course but i think well have to be very very patient i hope there will be only 3 seasons im not sure i will watch more than 3 seasons anyway there was also lots of actions in the very last episode and a good cliffhanger at the very endso basically yes i loved that last episode and yes i want to see the third season,0,1
283,for all those bewildered by the length and pace of this film like why does he show spaceships docking for like 15 minutes heres a word you might want to think aboutbeauty beauty is an underrated concept sure youll often see nice photography and so on in films but when did you last see a film that contains beauty purely for the sake of it there is a weird belief among cinemagoers that anything which is not plot or character related must be removed this is depressing hogwash there is nothing wrong with creating a beautiful sequence that has nothing to do with the films plot a director can show 15 minutes of spaceships for no reason than that they are beautiful and it is neither illegal nor evil to do so 2001 requires you to watch in a different way than you normally watch films it requires you to relax it requires you to experience strange and beautiful images without feeling guilty that there is no complex plot or detailed characterization dont get me wrong plots and characters are good but theyre not the beall and endall of everything there are different kinds of film and to enjoy 2001 you must tune your brain to a different wavelength and succumb to the pleasure of beauty pure beauty unfettered by the banal conventions of everyday films all art is quite useless oscar wilde,0,1
293,silent historical drama based on the story of anne boleyn newly arrived ladyinwaiting to the queen who catches the lustful eye of henry viii badtempered king of england who loves to feast drink hunt be entertained by his court jester watch jousts and chase around after young beauties who jump out of cakes and assorted attractive females around the castle well hes soon annulled his marriage married anne and telling her it is her holy duty to produce a male heir she fails on that score and he soon has his eye on yet another ladyinwaiting meanwhile anne spends pretty much the entire film looking hesitant perturbed or downright ready to burst into tears she just doesnt come across as a happy camper or is it just bad actingthis film is a solid piece of entertainment with an absorbing story that held my interest for two hours plus i enjoyed seeing the very lavish medieval costuming featured here on a gorgeous sepia tinted print emil jannings is quite striking and memorable in his welldone portrayal of king henry the eighth he really seemed like he was henry the eighth i am not so sure about the performance given by the actress who plays anne seemed a bit over the top the dvd of this film features an appropriate nicely done piano score that perfectly suits this story quite a good film,0,1
300,this movie starts off as a college tna flick but turns pretty ugly after the main characters sister is gang raped by a biker gang driving a van it has a pretty good pace and james van patten does a pretty good job in this cannon tax writeoff movie this was the first movie i ever saw at the parkway drivein here in toronto the main feature was alphabet city and young warriors was the added feature out of the 2 movies young warriors was by far more entertaining and memorable if you are a fan of blow em up excessively violent movies this one would make a great addition to any collection,0,1
323,its hard for me to criticize anything that mitzi kapture does she just radiates beauty and grace on the screen and is a phenomenal actress that notwithstanding yes the plot was predictable i think perhaps if jill had slept with richard then it may have made him a little crazier than he already was which would have added more to the suspense it would have also been nice to see jill and her husband find out about richards little problem with his exwife maybe a bit more back story i was a little disappointed with the ending of the movie i would have liked to have seen more closure with zacks death and possibly closure with her husband i do have to say though i will never be able to look at a flare gun and not picture her standing there it was a very fitting end for richard of course mitzi rocked i am so looking forward to her future projects,0,1
345,but the opposite sorry bud i completely understand how you can be dragged into a film because you relate to the subject and you have this film is terrible the main character would give any charlie brown subtitler a run for his money he just constantly mumbles which is always a laugh most scenes just feel awkward with characters more often than not gazing across to another with a look ofits your line now then i will react best british comedy please buddy have a strong word with your bad bad selfat the end of the day the sun goes downand this film is awful i mean well done to the people involvedthey have made a filmand maybe motorbike enthusiasts may be into it but people that still live here on earth with an actual sense of humour will struggle with this more than smiling at the christmas present theyre nan bought themwas that overly harsh i do apologise,0,1
349,betty is an understudy for the lead in a production of verdis macbeth when a car mysteriously hits the lead betty is thrust into the spotlight opening night is a smashing success and betty decides to leave the afterparty to celebrate in private with her boyfriend but when the boyfriend leaves the room betty is grabbed from behind by an unknown blackgloved masked figure the unknown assailant ties betty to a column gags her and places needles under her eyes that will cause incredible damage and pain should betty close them the boyfriend returns to the room and is stunned to see betty in such a predicament hes even more shocked when the killer grabs him and shoves a knife through his lower jaw with such force the tip of the knife can clearly be seen in his mouth and betty has been forced to watch all of this so begins bettys terrifying ordeal with a killer not just intent on hurting her but also on forcing her to watch as he mutilates her friendsopera gets classified as a giallo but to me it differs in quite a few ways from the model less emphasis is placed on the mystery elements of the story than in something like argentos tenebre or the bird with the crystal plumage the blackgloved masked killer may be omnipresent but the clues and red herrings normally associated with a good giallo are absent instead opera is all about the tension of an unknown killer and making the audience uncomfortable the focus is on the grisly death scenes bettys fear and the killers obsession with bettyopera features what i think are some of argento most artistic death scenes when the killer grabs betty after her boyfriend leaves the room youre sure that bettys had it but the sadistic killer only wants to force betty to watch as he brutally stabs her lover in the neck the knife emerging in his mouth its a well shot and designed scene and those needles in the eyes brilliant or take the death of the seamstress at first her death seems like an ordinary runofthemill murder but when the seamstress accidentally swallows the killers locket what started out as just another death scene turns it up a notch as the killer uses a pair of scissors to cut the girls throat open to get his chain finally theres the most famous death scene in opera that im amazed with each time i see it mira is shot in the eye while peering through a keyhole that scene displays a lot of what i like about argento its got style to burn as implausible as it may be its creative memorable and a blast to watchargento certainly wasnt the first italian director to concentrate on eye mutilation but in opera hes taken eye trauma to a new level needles holding eyes open a bullet in the eye and ravens pecking out an eye are all part of argentos vision pun intended and these scenes do have the effect that i believe argento was going for the first time i saw the killer putting those needles in bettys eyes i couldnt stop blinking it actually had a physical effect on me what is it about the eyes that make them such a target for abuse in italian films to be fair and not sound like such a fanboy there are problems i have with opera that keep me from rating it as argentos best one of my problems is with the air duct system running through bettys apartment building while i dont doubt there are air duct systems in older apartment buildings that connect the apartments the ducts in opera are huge im no expert but i sincerely doubt any building like the one in this movie would have had such mammoth air ducts it doesnt seem practical at all and dont you think someone would have done something about them long ago to keep criminals and nosey neighbors out of the other apartments its convenient for the plot but its not very realisticbut i suppose my major problem with the film comes with the finale whats up with that ending it feels totally out of place tacked on and like a bad afterthought im not sure what else to say other than its horrible,0,1
